neighbourhood group,neighbourhood,lat,long,price
Bronx,Highbridge,40.82979,-73.92907,"$1,138 "
Brooklyn,DUMBO,40.70448,-73.99052,$420 
Manhattan,Hell's Kitchen,40.75535,-73.99563,$406 
Manhattan,Midtown,40.74335,-73.98325,$432 
Queens,Flushing,40.74087,-73.80809,$133 
Brooklyn,Bedford-Stuyvesant,40.68553,-73.92733,$733 
Queens,Holliswood,40.72358,-73.76821,$128 
Manhattan,Morningside Heights,40.80217,-73.9594,"$1,028 "
Brooklyn,Bedford-Stuyvesant,40.67795,-73.93681,"$1,009 "
Brooklyn,East New York,40.66322,-73.8795,$724 
Queens,Sunnyside,40.73545,-73.92166,$967 
Brooklyn,Bedford-Stuyvesant,40.69258,-73.93533,$398 
Brooklyn,Park Slope,40.6743,-73.98095,"$1,094 "
Manhattan,Hell's Kitchen,40.75447,-73.998,$232 
Brooklyn,Crown Heights,40.672,-73.94715,"$1,021 "
Manhattan,Chelsea,40.73935,-73.99836,$69 
Queens,Long Island City,40.76216,-73.92994,$741 
Brooklyn,Bedford-Stuyvesant,40.68565,-73.95578,$331 
Bronx,Mott Haven,40.80869,-73.91969,$820 
Brooklyn,Crown Heights,40.66571,-73.95009,$495 
Queens,Jamaica Estates,40.71965,-73.80008,$547 
Queens,Sunnyside,40.74397,-73.91585,$888 
Manhattan,Harlem,40.80592,-73.95172,$608 
Bronx,Mount Hope,40.84826,-73.91062,$255 
Brooklyn,Clinton Hill,40.69279,-73.96184,$135 
Manhattan,Kips Bay,40.74001,-73.97811,$478 
Manhattan,Theater District,40.76183,-73.98548,$94 
Queens,Arverne,40.59209,-73.79045,$477 
Brooklyn,Bensonhurst,40.61787,-73.99968,"$1,005 "
Manhattan,Harlem,40.81798,-73.94235,$52 
Queens,Rockaway Beach,40.58565,-73.82026,$812 
Queens,St. Albans,40.7003,-73.75054,$256 
Manhattan,West Village,40.73275,-74.00549,$891 
Manhattan,Inwood,40.86769,-73.92475,$667 
Queens,Long Island City,40.75331,-73.93501,$912 
Brooklyn,East Flatbush,40.64517,-73.94934,$479 
Manhattan,East Harlem,40.785671,-73.949539,$969 
Brooklyn,Park Slope,40.67893,-73.97539,$744 
Brooklyn,Canarsie,40.6446,-73.90154,"$1,007 "
Queens,Bayside,40.76332,-73.77117,$990 
Manhattan,Midtown,40.760437,-73.968521,$802 
Staten Island,West Brighton,40.63304,-74.12164,$187 
Manhattan,Hell's Kitchen,40.76185,-73.9979,$861 
Queens,Rockaway Beach,40.58972,-73.81114,$741 
Manhattan,Hell's Kitchen,40.76545,-73.98877,$976 
Brooklyn,East Flatbush,40.63808,-73.93521,$865 
Bronx,Pelham Gardens,40.86704,-73.84164,$261 
Manhattan,Hell's Kitchen,40.75422,-73.9978,$286 
Queens,Flushing,40.74898,-73.81586,$386 
Manhattan,Hell's Kitchen,40.76016,-73.99751,$195 
Staten Island,Castleton Corners,40.6154,-74.11354,$252 
Queens,Rego Park,40.73217,-73.85743,$79 
Manhattan,Harlem,40.80682,-73.94814,$756 
Manhattan,Hell's Kitchen,40.76411,-73.99371,$672 
Queens,Forest Hills,40.71945,-73.84594,$683 
Brooklyn,Red Hook,40.67974,-74.00985,$273 
Brooklyn,Brighton Beach,40.57837,-73.96549,"$1,072 "
Queens,Long Island City,40.74915,-73.94044,"$1,193 "
Brooklyn,Red Hook,40.6783,-74.00533,$913 
Manhattan,Hell's Kitchen,40.76756,-73.98312,$73 
Queens,East Elmhurst,40.76914,-73.8752,"$1,160 "
Queens,Belle Harbor,40.57659,-73.84091,$581 
Brooklyn,South Slope,40.66077,-73.98365,$690 
Manhattan,Chelsea,40.739822,-74.001083,$960 
Manhattan,Upper West Side,40.77955,-73.97656,$883 
Manhattan,Hell's Kitchen,40.75438,-73.99622,$107 
Brooklyn,Sunset Park,40.65482,-74.01142,$931 
Manhattan,Tribeca,40.71632,-74.01077,$814 
Manhattan,Washington Heights,40.83555,-73.94432,$234 
Manhattan,Hell's Kitchen,40.76375,-73.99271,$233 
Manhattan,Stuyvesant Town,40.73357,-73.98082,$313 
Queens,Long Island City,40.74689,-73.94634,$515 
Brooklyn,Bedford-Stuyvesant,40.68972,-73.93102,"$1,026 "
Brooklyn,Bedford-Stuyvesant,40.69032,-73.94368,$383 
Manhattan,Upper West Side,40.79514,-73.96738,$923 
Queens,Springfield Gardens,40.66554,-73.76782,$465 
Staten Island,Tompkinsville,40.63525,-74.09086,"$1,011 "
Queens,Astoria,40.76500843,-73.91036459,$627 
Queens,Jamaica Estates,40.72218,-73.79658,$776 
Brooklyn,Clinton Hill,40.6956,-73.96888,"$1,002 "
Brooklyn,Gravesend,40.60043,-73.99148,$803 
Manhattan,Harlem,40.8117,-73.93907,$874 
Manhattan,Harlem,40.80429,-73.95661,$481 
Queens,Jackson Heights,40.75036,-73.87845,$311 
Brooklyn,Fort Greene,40.69366,-73.9712,$804 
Manhattan,Harlem,40.82782,-73.94818,"$1,006 "
Manhattan,Midtown,40.74802,-73.98713,$363 
Manhattan,Harlem,40.8063,-73.94862,$380 
Brooklyn,Williamsburg,40.71882,-73.95861,$191 
Manhattan,East Village,40.72402,-73.98151,$349 
Brooklyn,Crown Heights,40.677,-73.95922,$573 
Manhattan,Lower East Side,40.71777,-73.98879,$159 
Manhattan,Hell's Kitchen,40.76411,-73.99371,"$1,190 "
Brooklyn,Crown Heights,40.67394,-73.91351,$177 
Queens,Bayside,40.75345,-73.7719,$918 
Bronx,Parkchester,40.83815,-73.85849,$750 
Queens,Flushing,40.76089,-73.82342,$803 
Brooklyn,Bushwick,40.70106,-73.92457,$60 
Manhattan,Midtown,40.7534,-73.96617,$805 
Manhattan,Washington Heights,40.8385,-73.9393,$104 
Manhattan,East Harlem,40.796,-73.94452,"$1,131 "
Brooklyn,East Flatbush,40.65248,-73.94584,$678 
Queens,Woodside,40.74463,-73.89393,$342 
Brooklyn,Williamsburg,40.71757,-73.94738,$131 
Queens,Flushing,40.76222,-73.80591,$842 
Queens,St. Albans,40.686001,-73.7677,$467 
Brooklyn,Williamsburg,40.71189,-73.96484,$583 
Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.96052,$388 
Manhattan,East Village,40.72178,-73.97782,$501 
Brooklyn,Bergen Beach,40.62397,-73.91051,$732 
Manhattan,Harlem,40.83134,-73.94701,$241 
Brooklyn,Boerum Hill,40.68409,-73.98542,$168 
Brooklyn,Gowanus,40.68126,-73.98912,$199 
Queens,Long Island City,40.75331,-73.93501,$364 
Brooklyn,Flatbush,40.63988,-73.96482,$832 
Brooklyn,Windsor Terrace,40.65837,-73.98402,$450 
Queens,Jackson Heights,40.75127,-73.87834,"$1,194 "
Manhattan,Upper East Side,40.7743,-73.95141,$358 
Queens,Rockaway Beach,40.58551,-73.81772,"$1,065 "
Bronx,Wakefield,40.88432,-73.85199,"$1,063 "
Manhattan,Murray Hill,40.74951,-73.97542,$256 
Queens,Rosedale,40.6548,-73.74509,$410 
Manhattan,Hell's Kitchen,40.76594,-73.98705,$630 
Brooklyn,Bushwick,40.69382,-73.90801,"$1,134 "
Manhattan,Midtown,40.75088,-73.98281,"$1,166 "
Manhattan,East Harlem,40.79516,-73.93984,$922 
Brooklyn,Williamsburg,40.7111,-73.94388,$621 
Brooklyn,Bushwick,40.69729,-73.90751,$621 
Brooklyn,Fort Greene,40.69284,-73.97452,$100 
Brooklyn,Greenpoint,40.72547,-73.94073,$860 
Manhattan,SoHo,40.72603,-74.00382,$536 
Brooklyn,East Flatbush,40.65306,-73.94022,$173 
Manhattan,Greenwich Village,40.72939,-74.00203,$129 
Brooklyn,Williamsburg,40.71813,-73.95826,$270 
Queens,Jamaica,40.69928,-73.78634,$356 
Manhattan,Murray Hill,40.74831,-73.97672,$347 
Brooklyn,Crown Heights,40.66473,-73.93974,$736 
Queens,Rockaway Beach,40.58364,-73.81827,$794 
Queens,Rockaway Beach,40.58599,-73.81887,$309 
Queens,Arverne,40.58717,-73.79453,"$1,080 "
Manhattan,West Village,40.73927,-74.00936,$592 
Brooklyn,Crown Heights,40.67823,-73.96332,"$1,188 "
Manhattan,Hell's Kitchen,40.75436,-73.99391,"$1,181 "
Queens,Rockaway Beach,40.58828,-73.81357,$991 
Queens,Astoria,40.7634,-73.91139,$668 
Brooklyn,Bedford-Stuyvesant,40.68635,-73.94222,$466 
Brooklyn,Williamsburg,40.70606,-73.95302,$901 
Queens,Ridgewood,40.71235,-73.91857,$645 
Bronx,Woodlawn,40.8989,-73.86164,$120 
Brooklyn,Bedford-Stuyvesant,40.69007,-73.95647,$677 
Manhattan,Midtown,40.76401,-73.98341,$136 
Brooklyn,Bushwick,40.69995,-73.93026,"$1,006 "
Manhattan,Midtown,40.74627,-73.98743,$897 
Manhattan,Hell's Kitchen,40.76198,-73.99361,$521 
Manhattan,Inwood,40.86541,-73.92738,$974 
Brooklyn,Windsor Terrace,40.6554,-73.98044,$345 
Manhattan,Gramercy,40.73412,-73.98293,$360 
Brooklyn,Bedford-Stuyvesant,40.69316,-73.94386,$815 
Queens,Ozone Park,40.68524,-73.84401,$869 
Brooklyn,Gowanus,40.67793,-73.98318,$545 
Bronx,Allerton,40.8584,-73.8658,"$1,070 "
Manhattan,SoHo,40.72278,-74.00482,$566 
Bronx,Claremont Village,40.84196,-73.90571,$803 
Brooklyn,Williamsburg,40.71185,-73.95766,"$1,082 "
Manhattan,Tribeca,40.71775,-74.00569,$57 
Queens,Ridgewood,40.70505,-73.9122,$505 
Manhattan,East Village,40.72754,-73.98853,"$1,053 "
Brooklyn,East New York,40.66843047,-73.8938705,$647 
Manhattan,Hell's Kitchen,40.75919,-73.99036,"$1,044 "
Brooklyn,Crown Heights,40.67409,-73.92671,$930 
Brooklyn,Bedford-Stuyvesant,40.68837,-73.93393,$736 
Manhattan,Lower East Side,40.72093,-73.99094,$976 
Bronx,Woodlawn,40.90362,-73.863,$684 
Brooklyn,Bushwick,40.6922,-73.91157,$252 
Bronx,Allerton,40.8634,-73.86801,$973 
Manhattan,Harlem,40.82993,-73.9496,$904 
Manhattan,West Village,40.73637,-74.00259,$937 
Brooklyn,Crown Heights,40.67122,-73.95012,$659 
Brooklyn,East Flatbush,40.65514,-73.91992,$593 
Manhattan,East Village,40.72715,-73.98714,"$1,085 "
Manhattan,East Harlem,40.80758,-73.93892,$510 
Manhattan,East Village,40.73316,-73.98824,$210 
Manhattan,Greenwich Village,40.72818,-74.00114,$842 
Manhattan,East Village,40.72586,-73.9778,$639 
Brooklyn,Crown Heights,40.6655,-73.9308,$619 
Queens,Ditmars Steinway,40.77247,-73.91273,$785 
Manhattan,Harlem,40.80311,-73.95721,$493 
Brooklyn,Williamsburg,40.71826,-73.95887,$952 
Brooklyn,Williamsburg,40.7126,-73.94766,"$1,176 "
Manhattan,Chelsea,40.75048,-74.00134,$608 
Brooklyn,Crown Heights,40.67808,-73.9573,$410 
Brooklyn,Flatbush,40.65413,-73.95997,"$1,105 "
Brooklyn,Clinton Hill,40.68048,-73.96051,$299 
Brooklyn,Bedford-Stuyvesant,40.6818,-73.95655,$881 
Bronx,Port Morris,40.80233,-73.91473,$840 
Bronx,Concourse,40.82429,-73.9271,$204 
Manhattan,East Harlem,40.79446,-73.94185,$76 
Queens,Woodside,40.74444,-73.90843,$226 
Manhattan,Hell's Kitchen,40.76036,-73.99942,$339 
Brooklyn,Red Hook,40.67958,-74.00696,$87 
Manhattan,West Village,40.73262,-74.00264,$466 
Manhattan,East Harlem,40.78821,-73.95401,$271 
Brooklyn,Williamsburg,40.70887,-73.94644,"$1,071 "
Brooklyn,Crown Heights,40.66441,-73.95339,$201 
Manhattan,Lower East Side,40.72123,-73.98451,$442 
Queens,Flushing,40.75869,-73.80992,$197 
Brooklyn,Bedford-Stuyvesant,40.68533,-73.95925,$73 
Manhattan,Hell's Kitchen,40.75492,-73.99557,$685 
Brooklyn,Sunset Park,40.66505,-73.994,"$1,143 "
Manhattan,Little Italy,40.71899,-73.99773,"$1,001 "
Queens,Woodhaven,40.68936,-73.84945,"$1,056 "
Manhattan,Midtown,40.76462,-73.98319,$657 
Brooklyn,Williamsburg,40.70908,-73.94937,"$1,087 "
Queens,Jamaica,40.69509,-73.81158,"$1,023 "
Manhattan,Upper East Side,40.76448,-73.96272,$233 
Manhattan,Kips Bay,40.74534,-73.97794,$712 
Brooklyn,East New York,40.67596,-73.87903,$695 
Manhattan,Little Italy,40.71899,-73.99773,$719 
Manhattan,Harlem,40.81618,-73.94645,$541 
Brooklyn,Williamsburg,40.7156,-73.95112,$914 
Manhattan,Chinatown,40.71635,-73.99858,"$1,067 "
Manhattan,East Harlem,40.78674,-73.94866,$338 
Bronx,Parkchester,40.84136,-73.85539,$404 
Brooklyn,Park Slope,40.67124,-73.97542,$333 
Queens,Elmhurst,40.74025,-73.87741,$310 
Queens,Woodside,40.7425,-73.89279,$251 
Brooklyn,Williamsburg,40.70985,-73.9413,"$1,057 "
Manhattan,Lower East Side,40.72165,-73.98835,$824 
Queens,Long Island City,40.75426,-73.92274,$248 
Queens,Ditmars Steinway,40.78102,-73.91992,$526 
Brooklyn,Bushwick,40.69116,-73.91686,$705 
Manhattan,Hell's Kitchen,40.75439,-73.99685,$338 
Manhattan,Hell's Kitchen,40.76381,-73.9946,$350 
Manhattan,Harlem,40.82478,-73.95006,"$1,158 "
Queens,Ditmars Steinway,40.77394,-73.91671,$930 
Brooklyn,Crown Heights,40.67606,-73.95127,$276 
Brooklyn,Williamsburg,40.71926,-73.9576,$685 
Bronx,Morris Heights,40.84843,-73.9119,$670 
Manhattan,Kips Bay,40.74202,-73.9789,$857 
Manhattan,Harlem,40.80361,-73.95425,$269 
Brooklyn,Flatbush,40.64665,-73.9681,$767 
Brooklyn,Carroll Gardens,40.67643,-74.00014,$591 
Manhattan,Hell's Kitchen,40.76241,-73.99148,"$1,004 "
Queens,Sunnyside,40.73901,-73.91975,$56 
Brooklyn,Bedford-Stuyvesant,40.69216,-73.95845,$359 
Queens,Springfield Gardens,40.66262,-73.7488,$158 
Brooklyn,Flatlands,40.63153,-73.92616,$787 
Queens,Ridgewood,40.69935,-73.90366,$383 
Queens,Ditmars Steinway,40.77214,-73.89799,$286 
Queens,Astoria,40.76795,-73.91228,$674 
Brooklyn,Williamsburg,40.71269,-73.94704,$88 
Brooklyn,Bedford-Stuyvesant,40.67995,-73.91086,$622 
Manhattan,Upper West Side,40.80427,-73.96701,$227 
Brooklyn,Williamsburg,40.71311,-73.9583,$677 
Brooklyn,Williamsburg,40.71647,-73.95818,"$1,154 "
Brooklyn,Fort Greene,40.69304,-73.97148,$347 
Brooklyn,Park Slope,40.67984,-73.97661,$354 
Manhattan,Upper East Side,40.7736,-73.95339,$799 
Queens,Forest Hills,40.72101,-73.85591,$357 
Manhattan,Upper West Side,40.78968,-73.9773,$239 
Brooklyn,Greenpoint,40.72295,-73.94579,$59 
Bronx,Soundview,40.82502,-73.86046,"$1,023 "
Queens,Rockaway Beach,40.58597,-73.81867,$440 
Bronx,City Island,40.83782,-73.78332,$311 
Brooklyn,Bedford-Stuyvesant,40.68937,-73.93714,$240 
Queens,Woodside,40.74606,-73.89966,$754 
Manhattan,East Harlem,40.79578,-73.94563,$189 
Bronx,Throgs Neck,40.81634,-73.81864,$533 
Queens,Flushing,40.76496,-73.83085,$216 
Manhattan,Harlem,40.81463,-73.94214,$740 
Manhattan,Financial District,40.70599,-74.00565,$585 
Manhattan,Midtown,40.74336,-73.9821,$305 
Manhattan,Lower East Side,40.71916,-73.98623,"$1,101 "
Brooklyn,Canarsie,40.64089,-73.91258,$640 
Brooklyn,Williamsburg,40.71991,-73.95636,$354 
Queens,Ozone Park,40.67546,-73.84403,$306 
Manhattan,Upper West Side,40.80298,-73.96511,"$1,067 "
Queens,Astoria,40.76961,-73.91247,$430 
Queens,Arverne,40.59435,-73.78871,"$1,081 "
Brooklyn,Bushwick,40.70046,-73.93264,$159 
Manhattan,Upper West Side,40.77738,-73.97879,"$1,118 "
Manhattan,Hell's Kitchen,40.75549,-73.99371,$338 
Queens,Rego Park,40.72619,-73.85744,$932 
Manhattan,Hell's Kitchen,40.7569,-73.99363,"$1,067 "
Staten Island,Graniteville,40.61264,-74.15086,$509 
Brooklyn,Prospect Heights,40.68087,-73.97462,$940 
Manhattan,Midtown,40.76222,-73.97535,$656 
Brooklyn,Williamsburg,40.71789,-73.9589,$516 
Manhattan,Lower East Side,40.72026,-73.98721,$717 
Manhattan,Gramercy,40.73492,-73.98454,"$1,116 "
Brooklyn,Bushwick,40.70141,-73.92215,$88 
Manhattan,Harlem,40.82372,-73.94546,$528 
Manhattan,Inwood,40.86425,-73.92965,"$1,175 "
Brooklyn,Williamsburg,40.71186,-73.94548,$886 
Brooklyn,Midwood,40.62763,-73.96342,$301 
Queens,Jamaica,40.69543,-73.79585,$563 
Manhattan,Upper East Side,40.7597,-73.96072,$548 
Brooklyn,Williamsburg,40.70663,-73.94315,$625 
Manhattan,Upper East Side,40.77203,-73.95703,"$1,073 "
Brooklyn,Bushwick,40.70315,-73.91472,"$1,051 "
Bronx,Clason Point,40.8154,-73.86496,$766 
Brooklyn,Brighton Beach,40.58185,-73.96412,$412 
Brooklyn,Park Slope,40.67562,-73.98259,$962 
Manhattan,Chelsea,40.7399,-74.0021,$753 
Brooklyn,East Flatbush,40.65941,-73.93545,$305 
Manhattan,Hell's Kitchen,40.76411,-73.99371,$986 
Queens,Belle Harbor,40.58029,-73.84113,$331 
Manhattan,West Village,40.73498,-74.00124,"$1,198 "
Queens,Maspeth,40.73695,-73.90481,$97 
Manhattan,East Village,40.72567,-73.97768,$916 
Brooklyn,Bedford-Stuyvesant,40.68225,-73.94667,$971 
Brooklyn,Bedford-Stuyvesant,40.6934,-73.92966,"$1,030 "
Manhattan,Murray Hill,40.74424,-73.9737,$740 
Staten Island,St. George,40.64633,-74.07951,$446 
Manhattan,Hell's Kitchen,40.76425,-73.98764,$399 
Manhattan,Midtown,40.750374,-73.983665,$312 
Manhattan,Lower East Side,40.71885,-73.98795,$710 
Brooklyn,Prospect-Lefferts Gardens,40.65974,-73.94792,$800 
Queens,Ditmars Steinway,40.76977,-73.90849,$771 
Queens,Woodside,40.74468,-73.9101,"$1,110 "
Queens,College Point,40.7915,-73.84947,$158 
Queens,East Elmhurst,40.76523,-73.87308,"$1,015 "
Brooklyn,Bedford-Stuyvesant,40.68532,-73.93062,"$1,154 "
Brooklyn,Sunset Park,40.64489,-74.00689,$586 
Manhattan,Upper West Side,40.79862,-73.95986,"$1,005 "
Brooklyn,Sunset Park,40.65552,-74.00462,$345 
Manhattan,Midtown,40.7459,-73.98045,$140 
Manhattan,Nolita,40.72207,-73.99404,$449 
Manhattan,East Harlem,40.79755,-73.93353,$441 
Brooklyn,Midwood,40.62136,-73.96514,$899 
Manhattan,Murray Hill,40.74564,-73.97782,"$1,135 "
Manhattan,Hell's Kitchen,40.76179,-73.99074,$792 
Manhattan,Hell's Kitchen,40.76181,-73.98969,$821 
Manhattan,East Harlem,40.80243,-73.9373,$184 
Manhattan,Harlem,40.81133,-73.94326,$362 
Queens,Sunnyside,40.7365,-73.92049,$498 
Queens,Woodside,40.74202,-73.89363,$377 
Queens,Long Island City,40.75111,-73.94933,$439 
Manhattan,Midtown,40.74963,-73.98291,$553 
Brooklyn,Bedford-Stuyvesant,40.691,-73.93059,$524 
Brooklyn,Red Hook,40.6774,-74.00789,$565 
Manhattan,Theater District,40.759148,-73.984161,$388 
Brooklyn,Windsor Terrace,40.64788,-73.97837,$805 
Manhattan,Upper West Side,40.79991,-73.96277,$911 
Manhattan,Harlem,40.80469,-73.94801,$429 
Brooklyn,Sunset Park,40.66577,-73.99359,$387 
Brooklyn,Bath Beach,40.5999,-74.0044,$161 
Manhattan,Gramercy,40.73492,-73.98454,"$1,005 "
Manhattan,East Village,40.72883,-73.98753,$159 
Brooklyn,Williamsburg,40.71508,-73.94647,$653 
Brooklyn,Bedford-Stuyvesant,40.69433,-73.94808,$199 
Brooklyn,Cypress Hills,40.68866,-73.87381,$441 
Brooklyn,Williamsburg,40.71218,-73.95811,$803 
Manhattan,Financial District,40.70591,-74.00607,$702 
Brooklyn,Bedford-Stuyvesant,40.68763,-73.94493,"$1,000 "
Manhattan,Murray Hill,40.74926,-73.97643,"$1,105 "
Manhattan,Financial District,40.70449,-74.00513,$771 
Queens,Jamaica Estates,40.72207,-73.79877,$593 
Manhattan,Hell's Kitchen,40.75549,-73.99417,$485 
Queens,Long Island City,40.75275,-73.93879,$272 
Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,$782 
Brooklyn,Park Slope,40.67219,-73.97672,$244 
Brooklyn,Bedford-Stuyvesant,40.69141,-73.94652,$552 
Brooklyn,Williamsburg,40.71541,-73.95528,"$1,164 "
Queens,Flushing,40.74984,-73.82947,$897 
Manhattan,Harlem,40.81565,-73.94505,$69 
Manhattan,Upper West Side,40.77751,-73.98677,$154 
Bronx,University Heights,40.86222,-73.90217,$777 
Manhattan,Chelsea,40.73995,-74.00219,$758 
Bronx,Olinville,40.88498,-73.86209,"$1,064 "
Manhattan,Upper West Side,40.78764,-73.97929,$776 
Manhattan,Hell's Kitchen,40.75436,-73.99391,$501 
Bronx,Eastchester,40.87996,-73.83626,$556 
Manhattan,Tribeca,40.7227,-74.00836,$986 
Queens,Rosedale,40.65498,-73.73137,$380 
Brooklyn,Clinton Hill,40.6945,-73.9653,$863 
Brooklyn,Bedford-Stuyvesant,40.68864,-73.9441,$658 
Manhattan,Gramercy,40.73602,-73.98495,"$1,071 "
Manhattan,East Harlem,40.80855,-73.93788,$397 
Queens,Woodside,40.74311,-73.89789,$528 
Manhattan,Midtown,40.75962,-73.96679,$842 
Manhattan,Upper West Side,40.79715,-73.96341,$290 
Queens,Sunnyside,40.74536,-73.91245,$346 
Manhattan,Hell's Kitchen,40.76289,-73.99263,$228 
Brooklyn,Flatbush,40.63273,-73.94853,$600 
Staten Island,Stapleton,40.62723,-74.08004,$117 
Brooklyn,Bedford-Stuyvesant,40.69313,-73.94461,$332 
Brooklyn,Bushwick,40.69876,-73.91202,$866 
Manhattan,Civic Center,40.71345,-74.00503,"$1,015 "
Manhattan,Lower East Side,40.71938,-73.98889,$244 
Queens,Astoria,40.75586,-73.92785,$186 
Manhattan,Lower East Side,40.72314,-73.99108,$50 
Brooklyn,Williamsburg,40.71345,-73.94289,$451 
Brooklyn,Bedford-Stuyvesant,40.68463,-73.92367,$263 
Manhattan,Upper East Side,40.77262,-73.95598,"$1,020 "
Brooklyn,Park Slope,40.67877,-73.97741,$449 
Brooklyn,Williamsburg,40.71427,-73.95915,$824 
Brooklyn,Bushwick,40.69891,-73.93162,$618 
Manhattan,Hell's Kitchen,40.76349,-73.99187,$340 
Queens,Rockaway Beach,40.5894,-73.81483,$621 
Brooklyn,Prospect-Lefferts Gardens,40.66073,-73.95545,$896 
Brooklyn,Bensonhurst,40.60859,-73.97754,$456 
Brooklyn,East Flatbush,40.64831,-73.9492,"$1,140 "
Brooklyn,Bensonhurst,40.61787,-73.99968,$986 
Manhattan,East Village,40.72524,-73.98942,$431 
Manhattan,Hell's Kitchen,40.76762,-73.98485,$625 
Brooklyn,Williamsburg,40.71717,-73.94916,$767 
Bronx,Fordham,40.869,-73.89349,$679 
Manhattan,Midtown,40.76512,-73.97481,$855 
Brooklyn,Williamsburg,40.71668,-73.9573,$780 
Manhattan,Harlem,40.83054,-73.94692,$713 
Brooklyn,Sunset Park,40.66619,-73.99485,$320 
Queens,Arverne,40.59369,-73.79329,$531 
Brooklyn,East Flatbush,40.63195,-73.94581,"$1,173 "
Manhattan,West Village,40.73661,-74.00945,$735 
Manhattan,Little Italy,40.71933,-73.994843,$170 
Brooklyn,Bedford-Stuyvesant,40.68074,-73.94437,$199 
Bronx,Allerton,40.86823,-73.85762,$569 
Manhattan,Washington Heights,40.83365,-73.94143,$509 
Manhattan,Chelsea,40.75162,-73.99347,$584 
Manhattan,Financial District,40.70681,-74.00755,$437 
Manhattan,Kips Bay,40.74075,-73.98079,$458 
Manhattan,Financial District,40.70608,-74.0036,"$1,191 "
Brooklyn,Greenpoint,40.72866,-73.95938,$847 
Manhattan,Theater District,40.7608,-73.98536,$499 
Brooklyn,Crown Heights,40.6731,-73.93499,$144 
Manhattan,SoHo,40.72439,-73.99853,$249 
Staten Island,Oakwood,40.55922,-74.11809,$197 
Queens,Forest Hills,40.73428,-73.84693,$766 
Brooklyn,Bedford-Stuyvesant,40.68086,-73.95013,"$1,037 "
Brooklyn,South Slope,40.66169,-73.98649,$915 
Brooklyn,Crown Heights,40.67405,-73.95995,$268 
Staten Island,Rosebank,40.61616,-74.06902,$188 
Manhattan,Chelsea,40.74906,-74.00119,$139 
Queens,Jamaica Estates,40.72029,-73.79928,$643 
Queens,Maspeth,40.731091,-73.902618,"$1,148 "
Manhattan,Hell's Kitchen,40.75724,-73.99549,$768 
Manhattan,Chelsea,40.74963,-74.006,$290 
Manhattan,Midtown,40.75156,-73.98333,$59 
Manhattan,Midtown,40.75099,-73.98466,$954 
Queens,East Elmhurst,40.75547,-73.88614,$886 
Brooklyn,Prospect Heights,40.68022,-73.97457,$169 
Brooklyn,Williamsburg,40.70981,-73.94865,$709 
Manhattan,Upper West Side,40.79671,-73.96225,$455 
Queens,Arverne,40.59559,-73.78886,$305 
Manhattan,SoHo,40.72346,-73.99732,$303 
Manhattan,Murray Hill,40.74926,-73.97643,$801 
Queens,Rockaway Beach,40.59135,-73.81148,$918 
Queens,Rockaway Beach,40.59035,-73.80217,$469 
Manhattan,Harlem,40.81969,-73.94667,$195 
Brooklyn,Bedford-Stuyvesant,40.69448,-73.93722,$409 
Bronx,Morris Park,40.8522,-73.85009,"$1,078 "
Manhattan,East Harlem,40.80008,-73.93762,$111 
Brooklyn,Bushwick,40.69159,-73.91556,$939 
Queens,Long Island City,40.75232,-73.95083,$537 
Brooklyn,Bedford-Stuyvesant,40.6903,-73.95507,$778 
Manhattan,Harlem,40.82456,-73.94104,$849 
Manhattan,Upper East Side,40.775944,-73.955589,$687 
Queens,Ridgewood,40.70038,-73.9039,"$1,029 "
Manhattan,East Village,40.72797,-73.98704,$687 
Brooklyn,Sheepshead Bay,40.58354,-73.95978,$960 
Brooklyn,Williamsburg,40.71859,-73.95089,$428 
Queens,East Elmhurst,40.76124,-73.86912,$280 
Manhattan,Midtown,40.75122,-73.98265,$118 
Manhattan,Midtown,40.75117,-73.98477,"$1,170 "
Brooklyn,Park Slope,40.68025,-73.97622,$545 
Brooklyn,Crown Heights,40.67432,-73.94744,$467 
Manhattan,Harlem,40.82106,-73.95605,$460 
Manhattan,Harlem,40.80445,-73.95223,$572 
Manhattan,Lower East Side,40.72125,-73.98847,$620 
Brooklyn,Columbia St,40.68,-74.01205,$481 
Manhattan,Harlem,40.79879,-73.95365,$477 
Brooklyn,South Slope,40.66726,-73.98673,$558 
Manhattan,East Harlem,40.81333,-73.93489,$615 
Manhattan,Financial District,40.70462,-74.01027,"$1,139 "
Queens,Rego Park,40.72477,-73.85691,$76 
Queens,Rego Park,40.72465,-73.85892,$632 
Queens,Maspeth,40.73521,-73.89534,$75 
Brooklyn,Williamsburg,40.71783,-73.94539,$580 
Brooklyn,Park Slope,40.66793,-73.9809,$139 
Manhattan,Upper West Side,40.78978,-73.96957,$536 
Brooklyn,Williamsburg,40.70852,-73.96122,$53 
Brooklyn,Flatbush,40.64051,-73.96786,$845 
Brooklyn,Gowanus,40.66757,-73.99121,$937 
Brooklyn,Prospect-Lefferts Gardens,40.66029,-73.96175,$145 
Queens,Flushing,40.74209,-73.81727,"$1,166 "
Brooklyn,Bedford-Stuyvesant,40.69462,-73.9462,$380 
Manhattan,Chelsea,40.74285,-74.00149,$840 
